Year,iso3_d,PartnerDesc,PrimaryValue,pv_o,pv_d,dist,gdp_ppp_d,gdp_source_o,gdp_source_d,fta_wto
1998,SVK,Slovakia,103326.0,0.957362711429596,1.180254578590393,8968.0,57152401.815,3.0,1.0,0.0
1998,VNM,Viet Nam,11593196.0,0.957362711429596,0.3190048933029175,2221.0,140334754.583,3.0,1.0,0.0
1998,SVN,Slovenia,170187.0,0.957362711429596,1.2431305646896362,9252.0,31754417.297,3.0,1.0,0.0
1998,ZWE,Zimbabwe,18621.0,0.957362711429596,-0.7404434084892273,10875.0,24942925.95,3.0,1.0,0.0
1998,ESP,Spain,8792429.0,0.957362711429596,0.1320188343524933,10815.0,764647267.628,3.0,1.0,0.0
1998,SWE,Sweden,13252827.0,0.957362711429596,1.3991895914077759,8369.0,225507697.11,3.0,1.0,0.0
1998,CHE,Switzerland,33988472.0,0.957362711429596,1.4396612644195557,9569.0,233759669.666,3.0,1.0,0.0
1998,THA,Thailand,131344944.0,0.957362711429596,0.6388394832611084,2524.0,404273905.376,3.0,1.0,0.0
1998,ARE,United Arab Emirates,7100580.0,0.957362711429596,0.8713092803955078,6596.0,217922827.151,3.0,1.0,0.0
1998,TUN,Tunisia,6137.0,0.957362711429596,0.26346707344055176,10090.0,50494259.419,3.0,1.0,0.0
1998,TUR,Türkiye,4451830.0,0.957362711429596,-1.231111764907837,8430.0,557287694.275,3.0,1.0,0.0
1998,UKR,Ukraine,297798.0,0.957362711429596,-0.12093381583690643,7970.0,170385140.522,3.0,1.0,0.0
1998,MKD,North Macedonia,6377.0,0.957362711429596,-0.7126936912536621,8964.0,10387256.887,3.0,1.0,0.0
1998,EGY,Egypt,452026.0,0.957362711429596,-0.020769719034433365,8684.0,352628944.674,3.0,1.0,0.0
1998,GBR,United Kingdom,134514624.0,0.957362711429596,0.9300685524940491,9800.0,1358787344.516,3.0,1.0,0.0
1998,USA,USA,2192531712.0,0.957362711429596,0.8796129822731018,12555.0,9089168000.0,3.0,1.0,0.0
1998,VEN,Venezuela,57395.0,0.957362711429596,-0.5377165079116821,15975.0,276330905.9,3.0,1.0,0.0
1998,YEM,Yemen,46678.0,0.957362711429596,-1.192847490310669,8046.0,48213898.063,3.0,1.0,0.0
2010,DZA,Algeria,1265.0,0.8566100001335144,-1.25936758518219,10617.0,455438685.977,3.0,1.0,0.0
2010,AGO,Angola,190.0,0.8566100001335144,-0.22618234157562256,12260.0,134976922.759,3.0,1.0,0.0
2010,ARG,Argentina,5982339.0,0.8566100001335144,-0.08479786664247513,18940.0,755779970.406,3.0,1.0,0.0
2010,AUS,Australia,7661156.0,0.8566100001335144,0.8888598680496216,7236.0,863447099.135,3.0,1.0,0.0
2010,AUT,Austria,18541915.0,0.8566100001335144,1.1526482105255127,9014.0,350482909.902,3.0,1.0,0.0
2010,BHR,Bahrain,13373.0,0.8566100001335144,-0.49347639083862305,7024.0,49920165.019,3.0,1.0,0.0
2010,BGD,Bangladesh,5849.0,0.8566100001335144,-1.425789475440979,3147.0,364140854.586,3.0,1.0,0.0
2010,BEL,Belgium,7368939.0,0.8566100001335144,0.8106461763381958,9598.0,437233615.76,3.0,1.0,0.0
2010,BMU,Bermuda,2529.0,0.8566100001335144,0.9118381142616272,13628.0,3598375.44,3.0,1.0,0.0
2010,BOL,Bolivia (Plurinational State of),19538.0,0.8566100001335144,-0.4154072105884552,18645.0,52547684.328,3.0,1.0,0.0
2010,BRA,Brazil,96032434.0,0.8566100001335144,0.013475910760462284,18812.0,2803358677.829,3.0,1.0,0.0
2010,BLZ,Belize,59468.0,0.8566100001335144,0.07042768597602844,14304.0,2481511.35,3.0,1.0,0.0
2010,BRN,Brunei Darussalam,19380.0,0.8566100001335144,1.277547001838684,2328.0,30674522.788,3.0,1.0,0.0
2010,BGR,Bulgaria,44093687.0,0.8566100001335144,0.36009106040000916,8790.0,110660235.891,3.0,1.0,0.0
2010,MMR,Myanmar,120706.0,0.8566100001335144,-1.2859280109405518,2779.0,182865208.659,3.0,1.0,0.0
2010,BLR,Belarus,277484.0,0.8566100001335144,-0.09499009698629379,8045.0,150964388.843,3.0,1.0,0.0
2010,KHM,Cambodia,397115.0,0.8566100001335144,-0.5009844303131104,2293.0,35369652.416,3.0,1.0,0.0
2010,CAN,Canada,70092241.0,0.8566100001335144,0.9363182187080383,12104.0,1361137270.766,3.0,1.0,0.0
2010,LKA,Sri Lanka,38475.0,0.8566100001335144,-0.9429468512535095,4855.0,168798216.718,3.0,1.0,0.0
2010,CHL,Chile,279097.0,0.8566100001335144,0.6796045303344727,18517.0,311943196.571,3.0,1.0,0.0
2010,CHN,China,11338984676.0,0.8566100001335144,-0.6570606827735901,688.0,12484967820.529,3.0,1.0,0.0
2010,COL,Colombia,82705.0,0.8566100001335144,-1.5371848344802856,16327.0,490405414.02,3.0,1.0,0.0
2010,CRI,Costa Rica,185706.0,0.8566100001335144,0.6915372014045715,15258.0,57893323.066,3.0,1.0,0.0
2010,HRV,Croatia,1834.0,0.8566100001335144,0.6084636449813843,9165.0,84845416.247,3.0,1.0,0.0
2010,CYP,Cyprus,2023.0,0.8566100001335144,0.45244482159614563,8294.0,27616427.706,3.0,1.0,0.0
2010,CZE,Czechia,9364980.0,0.8566100001335144,0.9892337322235107,9040.0,289714484.402,3.0,1.0,0.0
2010,DNK,Denmark,5915789.0,0.8566100001335144,1.0409610271453857,8847.0,239009470.494,3.0,1.0,0.0
2010,DOM,Dominican Rep.,4458.0,0.8566100001335144,-0.04495403543114662,15038.0,107873359.625,3.0,1.0,0.0
2010,ECU,Ecuador,30066.0,0.8566100001335144,-0.5866744518280029,16605.0,136848941.124,3.0,1.0,0.0
2010,EST,Estonia,38286.0,0.8566100001335144,0.6613669991493225,8011.0,28791082.639,3.0,1.0,0.0
2010,FJI,Fiji,145302.0,0.8566100001335144,-0.19082751870155334,7805.0,6194534.328,3.0,1.0,0.0
2010,FIN,Finland,4205674.0,0.8566100001335144,1.4236068725585938,7975.0,208164128.125,3.0,1.0,0.0
2010,FRA,France,207939082.0,0.8566100001335144,0.6810875535011292,9846.0,2342745041.035,3.0,1.0,0.0
2010,GAB,Gabon,948.0,0.8566100001335144,0.29927924275398254,12207.0,24677227.804,3.0,1.0,0.0
2010,GEO,Georgia,65822.0,0.8566100001335144,-0.718320906162262,7134.0,25902054.123,3.0,1.0,0.0
2010,DEU,Germany,251190167.0,0.8566100001335144,0.7968344688415527,8970.0,3210822959.588,3.0,1.0,0.0
2010,GHA,Ghana,8536.0,0.8566100001335144,0.026093240827322006,12871.0,73475667.938,3.0,1.0,0.0
2010,GRC,Greece,149096.0,0.8566100001335144,-0.12720687687397003,8974.0,313653326.969,3.0,1.0,0.0
2010,GTM,Guatemala,95.0,0.8566100001335144,-0.8529244661331177,14424.0,96242501.056,3.0,1.0,1.0
2010,HND,Honduras,1770.0,0.8566100001335144,-0.49690958857536316,14687.0,31884663.509,3.0,1.0,1.0
2010,HKG,"China, Hong Kong SAR",14771005452.0,0.8566100001335144,0.9358105659484863,801.0,331082639.351,3.0,1.0,0.0
2010,HUN,Hungary,164549587.0,0.8566100001335144,0.6857837438583374,8871.0,214666235.885,3.0,1.0,0.0
2010,ISL,Iceland,63609.0,0.8566100001335144,1.0222536325454712,9622.0,12216167.676,3.0,1.0,0.0
2010,IDN,Indonesia,55187815.0,0.8566100001335144,-0.8539161682128906,3800.0,2003952398.638,3.0,1.0,0.0
2010,IRN,Iran,242550.0,0.8566100001335144,-1.630591869354248,6699.0,1274416526.702,3.0,1.0,0.0
2010,IRQ,Iraq,12931.0,0.8566100001335144,-2.239267110824585,7386.0,383313651.24,3.0,1.0,0.0
2010,IRL,Ireland,22600516.0,0.8566100001335144,1.0201653242111206,9975.0,197096556.206,3.0,1.0,0.0
2010,ISR,Israel,28508591.0,0.8566100001335144,-1.3411517143249512,8287.0,219987384.835,3.0,1.0,0.0
2010,ITA,Italy,21378124.0,0.8566100001335144,0.4739236831665039,9624.0,2079200049.242,3.0,1.0,0.0
2010,JPN,Japan,5528152598.0,0.8566100001335144,0.8793531656265259,2109.0,4481979273.916,3.0,1.0,0.0
2010,KAZ,Kazakhstan,40847.0,0.8566100001335144,0.5229718089103699,4512.0,321378213.209,3.0,1.0,0.0
2010,JOR,Jordan,9326.0,0.8566100001335144,-0.3124925196170807,8189.0,66660595.717,3.0,1.0,0.0
2010,KOR,Rep. of Korea,4262730744.0,0.8566100001335144,0.3258958160877228,1487.0,1505298908.341,3.0,1.0,0.0
2010,KWT,Kuwait,47043.0,0.8566100001335144,0.4519888162612915,7175.0,220907355.075,3.0,1.0,0.0
2010,LBN,Lebanon,1770.0,0.8566100001335144,-1.6250150203704834,8157.0,69185884.708,3.0,1.0,0.0
2010,LSO,Lesotho,1359.0,0.8566100001335144,0.45677539706230164,11692.0,4747660.355,3.0,1.0,0.0
2010,LVA,Latvia,2394042.0,0.8566100001335144,0.5278540253639221,8140.0,36901504.672,3.0,1.0,0.0
2010,LBY,Libya,7493.0,0.8566100001335144,0.028088446706533432,10084.0,179095337.143,3.0,1.0,0.0
2010,LTU,Lithuania,89913.0,0.8566100001335144,0.7152606248855591,8157.0,62347320.414,3.0,1.0,0.0
2010,LUX,Luxembourg,510487.0,0.8566100001335144,1.4612185955047607,9574.0,43485963.162,3.0,1.0,0.0
2010,MAC,"China, Macao SAR",61881870.0,0.8566100001335144,0.5735781192779541,866.0,51655473.273,3.0,1.0,0.0
2010,MYS,Malaysia,1606874537.0,0.8566100001335144,0.14335213601589203,3217.0,581371153.774,3.0,1.0,0.0
2010,MLT,Malta,8563668.0,0.8566100001335144,1.2534562349319458,9809.0,11549374.539,3.0,1.0,0.0
2010,MUS,Mauritius,289498.0,0.8566100001335144,0.6402587890625,8536.0,19526254.956,3.0,1.0,0.0
2010,MEX,Mexico,124222916.0,0.8566100001335144,-0.7264634370803833,13422.0,1732191876.994,3.0,1.0,0.0
2010,MNG,Mongolia,379.0,0.8566100001335144,0.5970422625541687,2846.0,20487738.266,3.0,1.0,0.0
2010,MDA,Rep. of Moldova,7177.0,0.8566100001335144,-0.38134074211120605,8207.0,13648863.033,3.0,1.0,0.0
2010,MAR,Morocco,491676.0,0.8566100001335144,-0.3830133080482483,11584.0,207631239.182,3.0,1.0,0.0
2010,OMN,Oman,1612.0,0.8566100001335144,0.5902417302131653,6323.0,135094864.833,3.0,1.0,0.0
2010,NAM,Namibia,1170.0,0.8566100001335144,0.8469400405883789,12424.0,18014918.715,3.0,1.0,0.0
2010,NPL,Nepal,126.0,0.8566100001335144,-1.5839711427688599,3607.0,52581800.527,3.0,1.0,0.0
2010,NLD,Netherlands,202967315.0,0.8566100001335144,0.9407501220703125,9468.0,740806084.935,3.0,1.0,0.0
2010,NZL,New Zealand,513648.0,0.8566100001335144,1.2364888191223145,8838.0,136019352.82,3.0,1.0,0.0
2010,NIC,Nicaragua,348.0,0.8566100001335144,-0.49970924854278564,14922.0,22648036.424,3.0,1.0,1.0
2010,NGA,Nigeria,16566.0,0.8566100001335144,-2.21112322807312,12479.0,800182442.772,3.0,1.0,0.0
2010,NOR,Norway,3208759.0,0.8566100001335144,1.3323115110397339,8707.0,283556375.42,3.0,1.0,0.0
2010,PLW,Palau,2751.0,0.8566100001335144,1.4539844989776611,2391.0,248859.933,3.0,1.0,0.0
2010,PAK,Pakistan,139011.0,0.8566100001335144,-2.6759331226348877,5452.0,715833546.67,3.0,1.0,0.0
2010,PAN,Panama,2308.0,0.8566100001335144,-0.11604820936918259,15615.0,55039719.438,3.0,1.0,1.0
2010,PNG,Papua New Guinea,1897.0,0.8566100001335144,-0.8084437847137451,4724.0,14535275.349,3.0,1.0,0.0
2010,PRY,Paraguay,19443.0,0.8566100001335144,-0.834862232208252,19930.0,44351295.738,3.0,1.0,0.0
2010,PER,Peru,17388.0,0.8566100001335144,-0.9999154210090637,17605.0,286544297.75,3.0,1.0,0.0
2010,PHL,Philippines,1820910246.0,0.8566100001335144,-1.6507595777511597,1153.0,513961260.815,3.0,1.0,0.0
2010,POL,Poland,23954995.0,0.8566100001335144,1.0173300504684448,8521.0,802284904.156,3.0,1.0,0.0
2010,PRT,Portugal,33159182.0,0.8566100001335144,0.7176869511604309,11283.0,289290177.983,3.0,1.0,0.0
2010,QAT,Qatar,1391.0,0.8566100001335144,1.1538559198379517,6962.0,218205025.733,3.0,1.0,0.0
2010,RUS,Russian Federation,10854139.0,0.8566100001335144,-0.929458737373352,7368.0,2928118588.408,3.0,1.0,0.0
2010,LCA,Saint Lucia,1834.0,0.8566100001335144,0.790275514125824,15679.0,1833194.715,3.0,1.0,0.0
2010,VCT,Saint Vincent and the Grenadines,2340.0,0.8566100001335144,0.790275514125824,15771.0,1061995.124,3.0,1.0,0.0
2010,SAU,Saudi Arabia,139959.0,0.8566100001335144,-0.2267269790172577,7446.0,1220508933.144,3.0,1.0,0.0
2010,SRB,Serbia,32469.0,0.8566100001335144,-0.42174166440963745,8901.0,88217234.627,3.0,1.0,0.0
2010,IND,India,29996581.0,0.8566100001335144,-1.2779844999313354,4392.0,5312415376.238,3.0,1.0,0.0
2010,SGP,Singapore,6862474399.0,0.8566100001335144,1.1694148778915405,3236.0,358654973.137,3.0,1.0,0.0
2010,SVK,Slovakia,19277311.0,0.8566100001335144,1.0533168315887451,8968.0,134842550.339,3.0,1.0,0.0
2010,VNM,Viet Nam,117986203.0,0.8566100001335144,0.14840787649154663,2221.0,382112687.217,3.0,1.0,0.0
2010,SVN,Slovenia,442989.0,0.8566100001335144,0.8665088415145874,9252.0,56936222.201,3.0,1.0,0.0
2010,ZAF,South Africa,1591086.0,0.8566100001335144,-0.029427003115415573,11518.0,600823459.854,3.0,1.0,0.0
2010,ZWE,Zimbabwe,1644.0,0.8566100001335144,-1.1040139198303223,10875.0,20155560.06,3.0,1.0,0.0
2010,ESP,Spain,7770291.0,0.8566100001335144,-0.3180437386035919,10815.0,1489722704.595,3.0,1.0,0.0
2010,SWE,Sweden,10801785.0,0.8566100001335144,1.0941704511642456,8369.0,390766179.44,3.0,1.0,0.0
2010,CHE,Switzerland,21534681.0,0.8566100001335144,1.258594274520874,9569.0,414217850.207,3.0,1.0,0.0
2010,THA,Thailand,783709730.0,0.8566100001335144,-1.4427883625030518,2524.0,888080235.46,3.0,1.0,0.0
2010,TTO,Trinidad and Tobago,95.0,0.8566100001335144,-0.05082318186759949,16044.0,40677766.313,3.0,1.0,0.0
2010,ARE,United Arab Emirates,2522051.0,0.8566100001335144,0.8017578721046448,6596.0,466591250.338,3.0,1.0,0.0
2010,TUN,Tunisia,1485618.0,0.8566100001335144,-0.06397636234760284,10090.0,108795978.224,3.0,1.0,0.0
2010,TUR,Türkiye,96457687.0,0.8566100001335144,-0.9152855277061462,8430.0,1262796797.76,3.0,1.0,0.0
2010,UGA,Uganda,411.0,0.8566100001335144,-1.0005582571029663,9888.0,51177169.722,3.0,1.0,0.0
2010,UKR,Ukraine,451145.0,0.8566100001335144,0.013131719082593918,7970.0,351654858.336,3.0,1.0,0.0
2010,EGY,Egypt,660183.0,0.8566100001335144,-0.8984183073043823,8684.0,812316743.803,3.0,1.0,0.0
2010,GBR,United Kingdom,26861421.0,0.8566100001335144,0.4118182063102722,9800.0,2243316156.498,3.0,1.0,0.0
2010,USA,USA,1230187403.0,0.8566100001335144,0.4384039342403412,12555.0,14964372000.0,3.0,1.0,0.0
2010,URY,Uruguay,23901.0,0.8566100001335144,0.8249860405921936,18893.0,56477081.174,3.0,1.0,0.0
2010,UZB,Uzbekistan,3604.0,0.8566100001335144,-0.7204381227493286,5112.0,118646462.896,3.0,1.0,0.0
2010,VEN,Venezuela,95825.0,0.8566100001335144,-1.2562366724014282,15975.0,470552831.794,3.0,1.0,0.0
2010,WSM,Samoa,47675.0,0.8566100001335144,0.765691876411438,8421.0,985147.469,3.0,1.0,0.0
2010,YEM,Yemen,58519.0,0.8566100001335144,-2.4237163066864014,8046.0,103589965.612,3.0,1.0,0.0
2009,AFG,Afghanistan,20261.0,0.569273054599762,-2.711421489715576,5109.0,41505186.409,3.0,1.0,0.0
2009,ALB,Albania,27995.0,0.569273054599762,-0.04514051228761673,9118.0,25831850.887,3.0,1.0,0.0
2009,AGO,Angola,7158.0,0.569273054599762,-0.3475918471813202,12260.0,128953968.329,3.0,1.0,0.0
2009,AZE,Azerbaijan,43009.0,0.569273054599762,-0.27785351872444153,6741.0,133318471.843,3.0,1.0,0.0
2009,ARG,Argentina,5918937.0,0.569273054599762,-0.2348545789718628,18940.0,678009476.231,3.0,1.0,0.0
2009,AUS,Australia,5003427.0,0.569273054599762,0.8551205992698669,7236.0,873791864.51,3.0,1.0,0.0
2009,AUT,Austria,13112746.0,0.569273054599762,1.1908739805221558,9014.0,339610037.772,3.0,1.0,0.0
2009,BHR,Bahrain,485.0,0.569273054599762,-0.13723944127559662,7024.0,47268991.575,3.0,1.0,0.0
2009,BGD,Bangladesh,37095.0,0.569273054599762,-1.5467714071273804,3147.0,340760579.978,3.0,1.0,0.0
2009,BEL,Belgium,9193378.0,0.569273054599762,0.8208246827125549,9598.0,410781481.32,3.0,1.0,0.0
2009,BMU,Bermuda,13012.0,0.569273054599762,0.6935322284698486,13628.0,3630994.134,3.0,1.0,0.0
2009,BOL,Bolivia (Plurinational State of),2760.0,0.569273054599762,-0.5061104893684387,18645.0,49856209.964,3.0,1.0,0.0
2009,BRA,Brazil,104596289.0,0.569273054599762,0.16366422176361084,18812.0,2575633551.298,3.0,1.0,0.0
2009,BLZ,Belize,64514.0,0.569273054599762,0.028430204838514328,14304.0,2372690.404,3.0,1.0,0.0
2009,BRN,Brunei Darussalam,37883.0,0.569273054599762,1.3871266841888428,2328.0,29536750.16,3.0,1.0,0.0
2009,BGR,Bulgaria,20229240.0,0.569273054599762,0.35367897152900696,8790.0,105212250.598,3.0,1.0,0.0
2009,MMR,Myanmar,162544.0,0.569273054599762,-1.2944188117980957,2779.0,164782832.109,3.0,1.0,0.0
2009,BLR,Belarus,143193.0,0.569273054599762,0.48934775590896606,8045.0,138359513.798,3.0,1.0,0.0
2009,KHM,Cambodia,17076.0,0.569273054599762,-0.560373842716217,2293.0,32976465.254,3.0,1.0,0.0
2009,CAN,Canada,18157453.0,0.569273054599762,1.1270759105682373,12104.0,1304488409.236,3.0,1.0,0.0
2009,CAF,Central African Rep.,16257.0,0.569273054599762,-1.9039899110794067,11106.0,3710661.655,3.0,1.0,0.0
2009,LKA,Sri Lanka,1859713.0,0.569273054599762,-1.3409030437469482,4855.0,154385960.507,3.0,1.0,0.0
2009,CHL,Chile,228362.0,0.569273054599762,0.6025844216346741,18517.0,273772307.026,3.0,1.0,0.0
2009,CHN,China,8245097484.0,0.569273054599762,-0.45178133249282837,688.0,11148547476.065,3.0,1.0,0.0
2009,COL,Colombia,31544.0,0.569273054599762,-1.8323458433151245,16327.0,465980311.956,3.0,1.0,0.0
2009,CRI,Costa Rica,50440.0,0.569273054599762,0.5870603919029236,15258.0,54496197.525,3.0,1.0,0.0
2009,HRV,Croatia,34668.0,0.569273054599762,0.6129269599914551,9165.0,86236764.092,3.0,1.0,0.0
2009,CYP,Cyprus,109828.0,0.569273054599762,0.39028748869895935,8294.0,27410703.462,3.0,1.0,0.0
2009,CZE,Czechia,23390000.0,0.569273054599762,0.9058293700218201,9040.0,287910098.198,3.0,1.0,0.0
2009,DNK,Denmark,4176999.0,0.569273054599762,1.0011826753616333,8847.0,223027792.498,3.0,1.0,0.0
2009,DOM,Dominican Rep.,8159.0,0.569273054599762,-0.002735103014856577,15038.0,98388692.087,3.0,1.0,0.0
